date,url,user,content,label
2021-07-12 11:30:18+00:00,https://twitter.com/alshya__/status/1414547660757868546,alshya__,"@txtdrstoryWA People macam ni lah yg buat corona betah di indonesia gak hilang hilang. Cape woi cape melihat kelakuan yg gini,  kemarin banyak yg koar mana vaksin skrang udh ada bnyk alasan gk di vaksin. Kalau mau kaya orng2 luar negeri terapin cara prokes mereka biar bisa haha hihi sana sini.",3
2021-06-27 03:50:25+00:00,https://twitter.com/Nandagustiann/status/1408996112774537225,Nandagustiann,"@brambarkoesuma @dr_koko28 @DPR_RI @jokowi Tapi Menkes nya ngumpet selama pandemi, Tiba"" muncul setelah dipecat dengan vaksin kontroversi nya 
Pemilihan ketua pelaksana tugas penanganan covid dari menteri bidang ekonomi oleh presiden yg bkn kebijakan gak pro ke penanganan penyakitnya
Bln lagi beda tafsir antar pemerintah",3
2021-02-22 09:31:00+00:00,https://twitter.com/AnadoluAgencyID/status/1363783337853161479,AnadoluAgencyID,Filipina keluarkan izin darurat vaksin Covid-19 Sinovac https://t.co/CeLdIdrtjm https://t.co/NFEqegJL7g,0
2021-12-17 02:59:48+00:00,https://twitter.com/PrawijayaRenata/status/1471676475929550849,PrawijayaRenata,"Menkes Sebut Masyarakat Takut Vaksin yang Tersedia, Laju Vaksinasi Covid-19 Menurun
https://t.co/DpqZBHlw9E
Prokes Waspada Omicron",0
2021-11-18 02:48:33+00:00,https://twitter.com/DindaWida/status/1461164394964930561,DindaWida,"Vaksin untuk keluarga kita lebih kebal terhadap covid 19
Jokowi Bangun Bangsa https://t.co/FmcIgcLSIA",0
2021-11-04 04:02:10+00:00,https://twitter.com/543full/status/1456109490294575104,543full,"semangat untk sehat dan terbebas covid 19 ya kak, dan segera vaksin jika usia 6-11 tahun ya.. #VaksinLindungiAnak https://t.co/3Yn4aWwpte",2
2021-09-02 00:16:06+00:00,https://twitter.com/mandagabriellaa/status/1433222162597384192,mandagabriellaa,"besarnya angka masyarakat Indonesia yang terjangkit dan dinyatakan positif virus Covid-19. Pada akhirnya pemerintah pun membuat inisiatif dan mengambil langkah awal untuk  mempersiapkan suatu vaksin, yang bernama vaksin Merah Putih,  yang dapat disebarkan kepada seluruh",0
2021-06-25 11:43:48+00:00,https://twitter.com/nurulrahma/status/1408390466207326212,nurulrahma,"Yeah, embuh (ga tau) kapan covid kelarnya. 
Tapii, setuju ama mb @ria_rochma tugas manusia: tawakkal, doa dan usaha. 

Salah satunya dgn upaya vaksin. Jumat ini, pantengin cerita doi melakoni vaksinasi covid sinovac, kuyyy
https://t.co/6JWHBuy1Qd",4
2021-02-25 05:22:47+00:00,https://twitter.com/AlvinDarwana/status/1364808037135958019,AlvinDarwana,Kepala BPOM datang &amp; langsung menuju Instalasi Farmasi pmrnth ( IFP ) milik Dinkes Jatim guna melihat langsung kondisi gudang penyimpanan Vaksin Covid - 19.,0
2021-04-11 09:09:24+00:00,https://twitter.com/TagarNKRI/status/1381172520892522500,TagarNKRI,"Terkait vaksin Covid-19 asal Sinovac yang belum mendapat sertifikat WHO, menurut Yaqut, kemungkinan ada proses yang sedang dilakukan agar Sinovac bisa teregistrasi di WHO.
Memulihkan Negeriku https://t.co/sjsvr8dRHT",0
2021-07-11 05:18:39+00:00,https://twitter.com/Chocolatetruff8/status/1414091746351345675,Chocolatetruff8,"@nonacik93 udah kedua kali ini hahaha
pertama ga mau vaksin, eh Qadarullah kena covid 2-2nya bulan2 lalu dan agak parah.
eh skrg kena lagi Ama dokter yg katanya udah dicopot itu 😣😣😣
ketika wa grup keluarga lebih dipercaya drpd peneliti 😅",3
2021-07-14 01:32:16+00:00,https://twitter.com/OmDento/status/1415121940474261506,OmDento,"gilasih ini covid kabar kena, meninggal gacuman dr keluarga sendiri tp udah ke mantan komplek rumah, sekitar rumah, kantor dll, kalo kaya gini emg bener nunggu giliran aja kena, mana disaat vaksin belum merata juga 😭",4
2021-09-02 02:16:30+00:00,https://twitter.com/artinyaaq/status/1433252464854122498,artinyaaq,"mengalami kendala karena sulitnya mencari relawan yang akan diuji klinik. Kesulitan tersebut diakibatkan karena pada saat ini sudah berjalan program vaksinasi covid-19 di Indonesia, sehingga pada akhir tahun nanti diperkirakan sudah banyak masyarakat yang telah memperoleh vaksin,",6
2021-07-13 09:35:47+00:00,https://twitter.com/KartikaRhani/status/1414881232760950787,KartikaRhani,"@fitrhz Mbak juga sehat sehat, nanti cerita cerita ya tentang yg lagi dikerjain , nanti kalo udah agak reda kasua covid. Dan yg vaksin udah banyak. Rani udah ada gelar S.cov nya mbak 😅 Alhamdullilah, Allah kasih sembuh.",2
2021-07-30 23:22:36+00:00,https://twitter.com/ashari_oramahi/status/1421249899350302720,ashari_oramahi,"Perpres Jokowi: Orang yang Cacat atau Meninggal akibat Vaksin Covid-19 Diberi SantunanKlik untuk baca: https://t.co/uJVtdOJdXy",0
2021-04-27 06:35:03+00:00,https://twitter.com/DRaynanda/status/1386931883066281986,DRaynanda,"Teman teman, mau nanya kalau mau vaksin covid-19 untuk wilayah Banyumas, Purwokerto dan sekitarnya bisa di RS atau Puskesmas mana aja ya?
Terimakasih",0
2021-11-01 07:51:13+00:00,https://twitter.com/ssukiato/status/1455079967973249031,ssukiato,@SIMRestabesbdg Kakak saya memiliki tanggung jawab mengurus ibu kami (83 th) yang sakit dan sudah lumpuh terbaring di tempat tidur. Dia sangat kuatir dapat memaparkan covid pada ibu. Baru akhirnya pada tgl. 20 September dia menerima dosis pertama vaksin (bersambung),0
2021-08-15 03:13:57+00:00,https://twitter.com/FrankyTts/status/1426743938111528970,FrankyTts,"Program vaksinasi covid-19 membutuhkan percepatan mulai dari informasi cara mendaftar, kualitas pelayanan, dan ketersediaan vaksin sebagai hal yang paling membutuhkan perbaikan dan kejelasan buat publik seperti vaksinasi yg dilakukan Alumni Kanisius.
https://t.co/oJ7R9zmHVC",0
2021-01-05 05:47:17+00:00,https://twitter.com/Polrestanjabtim/status/1346332419679342599,Polrestanjabtim,"Polri Kawal Ketat 20 Ribu Dosis Vaksin Covid-19 di Provinsi Jambi
#PolriKawalDistribusiVaksin https://t.co/Rgx63CsiQ1",0
2021-08-12 07:49:56+00:00,https://twitter.com/fahmin_asyraf/status/1425726227814371328,fahmin_asyraf,"21,668 kes
Lebih 70 orang ibu hamil meninggal dunia akibat covid. Hanya 2 orang dari mereka ambil vaksin, itupun 1 dos. Ibu hamil jangan ragu-ragu ambil vaksin",4
2021-09-02 00:33:50+00:00,https://twitter.com/kiyowqute/status/1433226625315790857,kiyowqute,"bangsa kita mampu untuk bersaing dan berinovasi dalam usaha untuk mengurangi laju peningkatan kasus COVID-19. Sebab, vaksin Merah Putih ini adalah calon vaksin pertama ciptaan bangsa Indonesia sendiri yang nantinya akan diproduksi secara masal untuk kemudian didistribusikan",0
2021-10-31 10:28:07+00:00,https://twitter.com/KontenJabar/status/1454757065994366982,KontenJabar,Kabid Humas Polda Jabar : Polisi Lakukan Pengamanan Pelaksanaan Vaksin Covid-19 Dosis 2 di Kelurahan Cisurupan Ditengah PPKM https://t.co/mfLB3Wa842,0
2021-01-27 03:21:33+00:00,https://twitter.com/Devda81/status/1354268280156942338,Devda81,"Presiden  @jokowi dijadwalkan,
Hari ini ,Rabu 27 Januari 2021. menerima suntikan vaksin Covid-19 untuk dosis kedua. Rencananya, vaksinasi akan kembali dilakukan di Istana Merdeka, Jakarta. https://t.co/XNWLWsA8HB",0
2021-03-13 11:33:32+00:00,https://twitter.com/flowingwiind/status/1370699543042396161,flowingwiind,"Stlh 30 mnt lapor lg trs gaada gejala2 kyk panas pusing dll. Syukurlah..
Aku dr sblm suntik emg agak lemes krn lg dtg bulan hari kedua tp msh normal aja sih. Trs dikasih kartu vaksinasi covid-19 buat riwayat pemberian vaksin. Ini hrs dibawa buat vaksin II nantii https://t.co/a9VpozORaj",2
2021-09-16 09:51:30+00:00,https://twitter.com/ARisnawan82/status/1438440399748538368,ARisnawan82,"Ujung2nya ya bisnis.

Mulai 2022, Masyarakat Bisa Beli Booster Vaksin Covid-19 di Apotek Layaknya Obat-obatan https://t.co/nnrrlSLNDy",5
2021-07-14 09:29:03+00:00,https://twitter.com/orlinramadhani/status/1415241926433906699,orlinramadhani,"@CNNIndonesia Klo abis di vaksin meninggal/malah positif pak @jokowi tanggung jawab? 

Tolong pak di evaluasi lagi penggunaan vaksin dari cina,  sampling cukup dari kantor² kementrian aja, setelah mereka di vaksin ...brp% yg malah kena covid???

Ini menyangkut nyawa rakyat pak.",3
2021-07-05 16:10:52+00:00,https://twitter.com/p023456/status/1412081553744666626,p023456,@detikcom Butuh .. tolong dicek vaksin yg diimport di Indonesia Dan alat tes covid (rekomendasi who) di jabodetabek Karena sangat mudah menunjukkan positif...,0
2021-07-28 10:12:11+00:00,https://twitter.com/imam_rachman_/status/1420326211415285762,imam_rachman_,"Mulai 29 Juli, Naik Kereta Api di Sumatera Wajib Tunjukkan Kartu Vaksin Covid-19 https://t.co/7d4KjtE8TD @kemenhub151 @BudiKaryaS @KemenkesRI @satgascovid19id @perkeretaapian @KAI121 @PramugariKereta @Travelers @YLKI_ID @railfansindo @AgusAwe @saidi_rfp",0
2021-07-11 12:33:14+00:00,https://twitter.com/izoelsaka/status/1414201111980896265,izoelsaka,"Apakah ini moment yg dipergunakan oleh pemerintah untuk jualan vaksin disaat lonjakan covid meningkat?

Sudah direncanakan kah?
Atau sudah disetting?
Sebentar lagi vaksin gratis akan langka dengan alasan habiskah?

Kita tunggu aja beritanya kelanjutannya agar vaksin mandiri laku. https://t.co/qvviNdwcWy",5
2021-09-02 00:48:28+00:00,https://twitter.com/feelingpurplee/status/1433230311073230851,feelingpurplee,"Vaksin merah putih diharapkan dapat membantu pencegahan penularan virus Covid-19. Tak hanya itu, kehadiran vaksin merah putih bisa mendorong kemandirian Indonesia dalam memenuhi vaksin Covid-19. Diketahui bahwa saat ini pasokan vaksin Covid-19 masih dipasok secara impor,",0
2021-06-28 01:32:20+00:00,https://twitter.com/P3rsada27/status/1409323748591693831,P3rsada27,"Sukseskan Program Vaksin Covid-19 untuk cegah varian Covid-19

Bersatu Kita Teguh https://t.co/0djmzChZ2q",2
2021-04-09 09:31:59+00:00,https://twitter.com/sekpurwaharja/status/1380453429194059785,sekpurwaharja,"Kegiatan Penerimaan Vaksin COVID-19 Dari Dinas Kesehatan Kota Banjar oleh PKM  Purwaharja II Kota Banjar, bertempat di Aula Leuwikeris Kantor Balai Besar Wilayah Sungai (BBWS) Citanduy Kota Banjar. Jumat (09/04). https://t.co/R5B9wCSfyL",0
2021-11-25 13:10:20+00:00,https://twitter.com/pknmelaka/status/1463857587959435267,pknmelaka,"Dos penggalak vaksin COVID-19 kini akan ditawarkan kepada semua dewasa 18 tahun ke atas. Golongan berisiko tinggi akan diutamakan. Dapatkan dos penggalak jika terima janji temu.

Sumber: JKJAV https://t.co/d2uujxaf1X",0
2021-02-09 06:05:32+00:00,https://twitter.com/validnewsid/status/1359020588354789382,validnewsid,"Presiden Joko Widodo menyatakan pemerintah menyiapkan 5.000 dosis vaksin covid-19 untuk diberikan kepada awak media pada akhir Februari 2021 hingga awal Maret 2021.

#Validnews #Pers #Vaksin

https://t.co/fiS5JEdRgA",0
2021-07-17 00:15:50+00:00,https://twitter.com/DivaCatrii/status/1416189868917628935,DivaCatrii,"Presiden @jokowi menginstruksikan jajarannya untuk terus mempercepat vaksinasi Covid-19. Presiden juga meminta agar stok vaksin yang ada di daerah segera dihabiskan.

@KemenkesRI

Website: https://t.co/bR79OJpOKJ
YouTube: Sekretariat Presiden https://t.co/9ol1IHsuVh",0
2021-07-08 06:31:02+00:00,https://twitter.com/MeongEmpus/status/1413022798717472768,MeongEmpus,"2. Musuh Covid Imun karena Imun yang bagus semua penyakit tidak bisa menyerang.

🌎Kalau Perusahaan ditutup banyak PHK warga Walikota ➡tidak bisa penuhi kebutuhan jaga Imun mudah kena covid, betulkan  Penduduk DUNIA yang pantau &amp; cerdas🙏😇 ❓

Thanks.
Vaksin bukan solusi https://t.co/jrN2SRK2FD https://t.co/AQUFYK9HHN",3
2021-09-15 07:43:54+00:00,https://twitter.com/cuddleb00/status/1438045900627013637,cuddleb00,@deosetiawan emg ga diblgn dokter kl blm bole vaksin stlh 3 bulan covid?,0
2021-01-12 03:52:13+00:00,https://twitter.com/PemusnahKebodo1/status/1348840176982712322,PemusnahKebodo1,@demokrasiambyar di kasih vaksin aj masih aj bisa kena covid lucu ya who,5
2021-07-31 10:54:29+00:00,https://twitter.com/Dany35160046/status/1421424018867965959,Dany35160046,@maroy136 @panggilsajaryan @panggilajabara Penyintas covid.. Jadi vaksinx ke tunda.. Skrg mo vaksin ke 2 ehh sinovac kosong.,3
2021-01-13 07:29:32+00:00,https://twitter.com/ALOYSIU76867801/status/1349257255825203200,ALOYSIU76867801,"@jokowi Mantap pak,Semoga seluruh tahapan dri vaksin covid 19 yg sdh di mulai dri bpk Presiden lancar sampai ke masyarakat seluruh Indonesia.",2
2021-09-02 03:23:22+00:00,https://twitter.com/nengtanti13/status/1433269290652811266,nengtanti13,"Apaan sih mbak neng herd immunity?

Gini loh dek, kalo minimal 100juta dosis vaksin sudah disuntikkan kepada masyarakat, kan lingkungan sekitar minimal udah rada ""kebal"" sama covid ini

 #SegerakanVaksinasi https://t.co/1K11ywEwnN",2
2021-09-11 11:22:29+00:00,https://twitter.com/PGekyun/status/1436651356614393863,PGekyun,"@mdnata_ Amiiin 
Vaksin dan taati prokes efektif untuk pencegahan penyebaran covid 19
#Vaksinasi70PersenTercapai Vaksinasi 70 Persen Tercapai",2
2021-01-03 09:09:32+00:00,https://twitter.com/maiadestya/status/1345658541378396168,maiadestya,"BPOM : Baksin Covid-19 Sinovac sudah penuhi syarat syarat HALAL nya .👍
Saya Siap Di Vaksin

#UntukNKRI https://t.co/XzxNoZMHmR",2
2021-09-28 15:16:05+00:00,https://twitter.com/siayapani/status/1442870737803431936,siayapani,"Matuhin prokes engga,vaksin nya dibilang proyek2 terus tapi mau nya covid udahan tuh gimana bapak ibu sekalian",3
2021-01-12 11:34:50+00:00,https://twitter.com/opsiin/status/1348956601781248001,opsiin,"Distribusi vaksin corona lebih kompleks, pemerintah minta bantuan swasta,ada apa? – kontan – https://t.co/i0Tu0mLEuL https://t.co/aAVYiOJvFT",0
2021-07-19 10:31:07+00:00,https://twitter.com/amaaa0601/status/1417069482200027145,amaaa0601,"@afrkml Ada yg lucu nih, sodaraku dari kelompok masyarakat tertentu yg skrg uda di larang pemerintah, nolak vaksin anak2nya dr kecil, alhasil anaknya rentan banget sakit, tp dia nganggepnya biasa, semua orang juga pasti vaksin. Tapu Skrg dia nyari2 vaksin covid 🌝",5
2021-09-02 05:54:46+00:00,https://twitter.com/ubsansfess/status/1433307391777382402,ubsansfess,braw! belum vaksin krn habis kena covid tp punya hasil antigen negatif apa bisa masuk ke mall di malang ya?,0
2021-05-29 13:28:37+00:00,https://twitter.com/alifzmr/status/1398632370505273344,alifzmr,nak lariskan vaksin kene up angker covid baru laju. marketing- mat antivaksin,0
2021-05-22 02:13:31+00:00,https://twitter.com/epicentrum_news/status/1395925764248281095,epicentrum_news,IDI: Vaksin COVID-19 AstraZeneca Tidak untuk Usia di Bawah 30 Tahun  https://t.co/w9vVeYUQtA,0
2021-08-21 02:41:30+00:00,https://twitter.com/BalqisTarmizi/status/1428910102153633794,BalqisTarmizi,"Vaksin basmi covid, Pakar Hukum Tata Negara Kritisi Wewenang Ombudsman Terkait TWK KPK
https://t.co/BjKDa0Czx5",0
2021-01-04 12:50:25+00:00,https://twitter.com/andre_rosiade/status/1346076519991414785,andre_rosiade,"Anggota Komisi VI DPR Andre Rosiade menyampaikan apresiasi atas kolaborasi yang dilakukan berbagai pihak terkait vaksin COVID-19.

 https://t.co/KekhoI8ZI1",0
2021-05-18 13:10:42+00:00,https://twitter.com/TelukjambeBarat/status/1394641595593416712,TelukjambeBarat,"Kegiatan Unit Intelkam Polsek Telukjambe barat menitoring kegiatan pelaksanaan penyuntikan Vaksin Covid 19 bagi lansia, pendidik dan aparatur Desa tahap 2  di aula kantor Kecamatan Telukjambe barat wilkum Kab. Karawang .

https://t.co/fGn1jfR9d7",0
2021-01-23 04:52:32+00:00,https://twitter.com/Christian_Rivan/status/1352841623244140544,Christian_Rivan,"@mnafif12 Kalau pertanyaanya kenapa itu cold chain penuh, ya jawabannya ada di video, setiap tahun bisa berapa vaksin keluar dr kulkas, tp semenjak covid kan kegiatan vaksin mandek jd ga ada vaksin keluar-&gt; penuhlah kulkas, btw kulkas ini udah ada dr lama...",0
2021-12-25 22:51:13+00:00,https://twitter.com/pkneup/status/1474875405865607169,pkneup,"Semua army juga harus jaga kesehatan, ikut vaksin juga, olahraga, jangan keluar keluar sembarangan, kebersihan di jaga.
Kita doain Jungkook, jimin, Tae, hobi semoga gak ke tular covid, dan buat joonie, seokjin, yoongi bisa secepatnya sembuh",2
2021-07-12 03:11:20+00:00,https://twitter.com/ObiWan_Catnobi/status/1414422094645850122,ObiWan_Catnobi,"Ini orang orang econ dari kampus yang dituduh neolib aja dari awal teriak pentingnya kesehatan, sejak awal tahun teriak pentingnya vaksin covid gratis &amp; massal ke semua penduduk.

Yg sotoy &amp; sok edgy belain vaksin berbayar emang orang mana, sih? Wqwq",3
2021-10-25 11:00:54+00:00,https://twitter.com/Virsi6/status/1452590991177707521,Virsi6,Keretanya belum di vaksin covid nih. https://t.co/uDBFRHck2I,0
2021-06-25 16:18:48+00:00,https://twitter.com/_manusiamu/status/1408459673699635205,_manusiamu,"Di lingkungan kalian ada yang takut covid tapi takut sama vaksin juga ga?
Ditempat aing ada siah bro :(",5
2021-04-05 05:10:38+00:00,https://twitter.com/OfPolsek/status/1378938106057871361,OfPolsek,"Personil Bhabinkamtibmas Polsek Kalibagor Dampingi 30 Lansia Terima Vaksin Covid-19

&gt; Selengkapnya di IG polsek_kalibagor dan FB Polsek Kalibagor

#polsekkalibagor
#polrestabanyumas https://t.co/xppR7z0372",0
2021-08-03 00:12:59+00:00,https://twitter.com/dr_koko28/status/1422349743955484673,dr_koko28,"Q&amp;A 02/08/2021. Soal Covid-19 dan Vaksin. Silakan teman2 simak. Aplot telat berhubung baru sempat 😁🙏🏻

https://t.co/gix8xzX8t6",0
2021-02-24 00:26:51+00:00,https://twitter.com/rinovsky12/status/1364371175992795136,rinovsky12,"@DianOnno Saya nakes, selalu tekankan vaksin bkn buat diri sendiri saja,.hampir tiap hr bikin status itu, hamdalah ada tmn yg antivax akhirnya mau divaksin buat menjaga istri yg lg hamil dan bapaknya yg sepuh...yok bareng2 saling jaga, lawan corona bersama...sdh ky petugas pskmas blm?? 😄",2
2021-08-30 07:52:13+00:00,https://twitter.com/canputtt/status/1432249785252134914,canputtt,"“Sejauh ini, efek samping sangat minimal atau ringan,” kata Achmad. Terakhir, penetapan penggunaan vaksin lantaran belum ada pengobatan Covid-19 yang benar-benar teruji. 
#PatuhiProkesKetat
https://t.co/uxhQAEfxX9",2
2021-02-11 07:14:11+00:00,https://twitter.com/RRIPrograma3/status/1359762641581789190,RRIPrograma3,Vaksin Flu Cegah Gejala Covid-19 Pada Anak https://t.co/hnjw5YCVWU via @rri.co.id,2
2021-08-17 12:30:50+00:00,https://twitter.com/carlosaslam/status/1427608859980402692,carlosaslam,"semakin kamu cepat vaksin, semakin bisa meminimalisir orang sekitar kita yang terjangkit covid lho! jadi ayo tunggu apalagi? #SemangatSalingBantu @satu_indonesia",2
2021-06-27 13:05:44+00:00,https://twitter.com/SanggauI/status/1409135860185026562,SanggauI,Mengenal jenis Vaksin Covid-19 https://t.co/jeSGwR2Paq,0
2021-10-18 03:07:01+00:00,https://twitter.com/smartfmjogja/status/1449935019162542085,smartfmjogja,"Kelurahan Pulutan Terus Kejar Target Tuntaskan Vaksin Covid-19

https://t.co/ntg1cLyMOT",0
2021-08-20 15:30:30+00:00,https://twitter.com/baekhyuneemari_/status/1428741237863903235,baekhyuneemari_,@frcxlght aku abis vaksin sinovac langsung gejala covid 2 minggu 😭,1
2021-01-26 05:27:32+00:00,https://twitter.com/RakyatdotNews/status/1353937596150292480,RakyatdotNews,Ketua TP PKK Makassar Ajak Kader Sosialisasiskan Vaksin https://t.co/tUfSRrrqZU #Komunitas #Corona #Covid19 #soaialisasi #TPPKK,0
2021-08-14 02:07:33+00:00,https://twitter.com/gardenandseeds/status/1426364842793832448,gardenandseeds,"@AREAJULID dia sendiri ga di vaksin dengan alasan umur,sedangkan rakyat yg umur segitu d force untuk vaksin,kalo ga vaksin gabisa kemana mana,pemerintahnya sendiri bebas kemana mana tanpa di tanyain sertifikat,tanpa terpapar covid,ya wajar kalo ada yg gamau vaksin https://t.co/o5hOCp9T2U",3
2021-04-27 01:22:39+00:00,https://twitter.com/pharmaniaga_bhd/status/1386853265623588865,pharmaniaga_bhd,"Seramai 450,404 individu sudah mendaftar sebagai penerima vaksin COVID-19 di Sabah setakat semalam.

Jangan lupa daftarkan diri anda untuk vaksin!

#sabah #lindungidirilindungsemua #vaksin

https://t.co/GGHS8Z5IZX",0
2021-01-01 06:37:29+00:00,https://twitter.com/zonasubang/status/1344895504170188802,zonasubang,"Juta Dosis Vaksin Corona Sudah Mendarat di Indonesia, Kapan Mulai Didistribusikan?

 https://t.co/L6qvfqvh8C",0
2021-07-23 04:23:18+00:00,https://twitter.com/Polsek_smgutara/status/1418426471282970630,Polsek_smgutara,"@HumasTabesSmg Harapannya semoga bantuan sosial yang diberikan bermanfaat untuk masyarakat yang terkena dampak Covid -19 dan PPKM.

#SalurkanCepatdanTepat
Sosialisasi Vaksin Keliling",2
2021-09-01 02:08:19+00:00,https://twitter.com/eno_basuki/status/1432888015571980289,eno_basuki,"Kita harus kompak vaksin, dan saling mengedukasi, bukan nggak mungkin corona kejang-kejang karena gak ada lagi tempat singgah di PON XX
#PONsiapProkes https://t.co/g55F8sJ3Jw",2
2021-02-15 04:08:36+00:00,https://twitter.com/PolsekCangkring/status/1361165489079205892,PolsekCangkring,"Jangan takut untuk di vaksin
Bersama wujudkan Indonesia  Bebas Covid 19
#sayasiapdivaksin https://t.co/JfD41jMGHp",2
2021-07-07 19:28:00+00:00,https://twitter.com/cg__97/status/1412855939284103170,cg__97,"@whyhudi @Suryabara @sherinasinna Gaada namanya perlindungan maksimal... Di vaksin bukan biar ga kena corona, tp biar ga sakit parah...",3
2021-07-14 18:36:46+00:00,https://twitter.com/maechiato/status/1415379764165058560,maechiato,"@tubirfess Lambemu wi, sodaraku nakes udah vaksin 2 kali juga bisa kena covid 2 kali",6
2021-01-11 12:49:33+00:00,https://twitter.com/Riau1Official/status/1348613014132383744,Riau1Official,Tokoh Masyarakat di Pekanbaru Harus Puasa 10 Jam Sebelum Disuntik Vaksin Covid-19 https://t.co/aaMzeuDWH2 https://t.co/KJoMjciOF4,0
2021-05-21 10:04:39+00:00,https://twitter.com/hmetromy/status/1395681938099236870,hmetromy,"#Georgetown Chow berkata, matlamat utama kerajaan negeri adalah mendapatkan bekalan vaksin Covid-19 dalam kadar segera memandangkan peningkatan kes yang mendadak.

https://t.co/fZle4lGc8E",0
2021-09-09 07:37:11+00:00,https://twitter.com/afterschool_my/status/1435869880553652228,afterschool_my,80% rakyat Sarawak telah divaksin dengn baki 10% dalam kalangan remaja berumur 12-18 tahun telah mula disuntik vaksin Pfizer hari ini. Ibu bapa bimbang memandangkan Sarawak berada di kedudukan pertama jumlah kes positif covid walaupun ramai telah divaksin https://t.co/XkYy4TpGN9 https://t.co/4j6PhU5WyA,0
